inventory_id,product_id,warehouse_id,stock_quantity,reserved_quantity,available_quantity,reorder_level,inventory_status,last_updated,_dq_issue
INV000183,P006237,W002,352,242,110,18,Overstocked,2025-03-14 09:56:06,
INV017202,P006317,W002,455,394,61,64,Low Stock,2025-05-25 14:33:31,
INV009398,P008431,W008,84,19,65,57,In Stock,2025-02-13 13:26:25,
INV015193,P007847,W007,78,53,25,75,Low Stock,2025-05-01 21:43:24,
INV003115,P003762,W009,395,113,282,10,In Stock,2026-03-22 03:59:58,
INV001623,P004106,W007,176,156,20,25,Low Stock,2025-12-20 10:19:50,
INV001133,P009596,W004,440,404,36,78,Low Stock,2025-03-08 20:54:00,
INV015394,P007232,W008,274,224,50,17,In Stock,2026-05-29 08:03:15,
INV004780,P007721,W002,343,178,165,62,In Stock,2025-02-24 07:07:57,
INV001590,P001572,W008,296,244,52,94,Low Stock,2025-08-06 21:40:28,
INV018148,P003906,W001,374,298,76,39,In Stock,2026-05-20 13:30:09,
INV016318,P006136,W004,286,136,150,68,In Stock,2026-03-03 09:55:05,
INV000887,P002883,W008,261,217,44,80,Low Stock,2025-10-26 19:36:07,
INV015522,P007749,W010,26,1,25,31,Low Stock,2026-04-27 19:25:45,
INV005807,P004824,W001,114,84,30,48,Low Stock,2026-01-14 12:26:20,
INV004070,P007094,W005,285,17,268,37,In Stock,2026-05-11 12:16:20,
INV014638,P009744,W001,97,15,82,90,Low Stock,2025-10-25 08:03:13,
INV014610,P004645,W005,155,21,134,67,In Stock,2026-01-23 23:52:49,
INV008117,P003700,W004,324,282,42,23,In Stock,2025-07-13 15:49:12,
INV001351,P004467,W009,352,337,15,70,Low Stock,2025-11-17 21:14:16,
INV008261,P005337,W005,199,75,124,10,In Stock,2025-03-10 14:40:27,
INV003737,P003887,W006,387,123,264,39,Overstocked,2025-08-03 08:53:18,
INV008398,P005528,W002,343,286,57,56,In Stock,2025-11-06 12:48:17,
INV016717,P002508,W009,0,0,0,39,Out of Stock,2025-05-16 07:00:03,
INV008100,P004801,W007,182,135,47,82,Low Stock,2025-09-11 04:07:43,
INV000248,P009500,W005,53,5,48,51,Low Stock,2025-08-27 01:29:48,
INV000962,P007500,W003,299,12,287,68,In Stock,2026-07-01 03:23:03,
INV007204,P006249,W009,19,11,8,63,Low Stock,2026-06-01 05:34:14,
INV002246,P003455,W008,416,70,346,50,In Stock,2025-06-15 21:03:59,
INV003432,P001502,W009,241,168,73,59,In Stock,2025-10-09 04:23:50,
INV008930,P001427,W005,239,180,59,56,In Stock,2025-03-05 22:11:47,
INV011750,P006562,W002,68,61,7,55,Low Stock,2025-06-18 06:49:04,
INV007167,P002777,W010,247,10,237,64,In Stock,2025-09-18 02:18:14,
INV007951,P006534,W006,262,148,114,97,In Stock,2025-07-30 10:46:22,
INV009266,P000324,W006,210,46,164,61,In Stock,2026-01-22 16:57:09,
INV010352,P000083,W003,422,40,382,99,In Stock,2025-08-21 13:09:51,
INV016077,,W002,42,19,23,87,Low Stock,2025-12-24 23:31:49,missing_product_id
INV005394,P009893,W006,372,291,81,39,In Stock,2025-08-27 14:45:42,
INV002265,P004346,W004,415,254,161,57,In Stock,2025-11-01 04:31:00,
INV011291,P000667,W001,123,78,45,56,Low Stock,2026-07-19 02:39:36,
INV004109,P005019,W010,315,229,86,89,Low Stock,2025-02-14 04:19:27,
INV011315,P000097,W008,367,265,102,24,In Stock,2025-01-15 01:04:48,
INV011817,P003328,W008,264,76,188,25,In Stock,2025-12-03 19:13:12,
INV009109,P006749,W006,155,83,72,58,In Stock,2025-12-04 04:16:53,
INV010153,P004384,W004,456,153,303,90,In Stock,2026-06-14 15:23:47,
INV018672,P005933,W001,367,223,144,78,In Stock,2025-03-11 05:25:11,
INV018480,P000086,W001,103,42,61,70,Low Stock,2025-05-09 10:11:19,
INV007126,P004893,W010,318,85,233,98,In Stock,2025-08-28 10:15:45,
INV019204,P008406,W009,282,96,186,61,In Stock,2025-04-06 19:06:24,
INV005546,P001113,W003,293,88,205,20,In Stock,2025-06-09 04:37:33,
INV012450,P001568,W006,24,17,7,54,Low Stock,2026-06-21 16:16:58,
INV013362,P001097,W007,204,178,26,94,Low Stock,2025-09-18 23:25:41,
INV016084,P007961,W011,360,168,192,25,Overstocked,2026-01-16 17:10:20,invalid_warehouse_id
INV000761,P005249,W006,481,455,26,63,Low Stock,2026-07-05 06:09:46,
INV012147,P009227,W004,5,5,0,14,Out of Stock,2026-04-02 09:39:07,
INV008764,P005722,W009,482,393,89,33,In Stock,2025-09-25 13:38:39,
INV000177,P007615,W002,434,205,229,64,In Stock,2026-01-16 19:16:25,
INV013540,P001915,W001,328,242,86,35,In Stock,2026-04-17 16:43:24,
INV007987,P008126,W002,246,226,20,72,Low Stock,2025-06-27 11:02:12,
INV015022,P008516,W007,19,3,16,40,Low Stock,2025-03-08 01:45:25,
INV004864,P007323,W010,446,236,210,12,Overstocked,2026-04-17 21:16:55,
INV008061,P008251,W010,35,2,33,55,Low Stock,2025-12-07 02:04:21,
INV002052,P000065,W010,36,11,25,34,Low Stock,2026-01-22 23:08:47,
INV011232,,W002,270,204,66,55,In Stock,2025-03-05 08:30:58,missing_product_id
INV019334,P002150,W003,375,35,340,56,In Stock,2025-07-01 07:49:32,
INV018053,P003931,W010,490,122,368,72,In Stock,2026-01-14 00:42:07,
INV012128,P000357,W006,317,251,66,30,In Stock,2025-06-16 02:37:00,
INV002979,P007989,W010,458,247,211,39,Overstocked,2025-05-24 23:37:37,
INV012463,P004058,W010,45,15,30,95,Low Stock,2025-05-07 05:09:33,
INV008724,P005119,W007,48,16,32,26,In Stock,2026-07-12 14:38:08,
INV002022,P004661,W008,249,89,160,53,In Stock,2025-10-08 18:09:45,
INV016314,P008454,W009,48,26,22,34,Low Stock,2025-03-13 16:22:26,
INV001497,P005786,W004,133,128,5,49,Low Stock,2025-11-26 01:47:09,
INV012982,P002514,W004,54,39,15,48,Low Stock,2025-01-03 22:43:14,
INV007182,P008238,W005,465,321,144,78,In Stock,2025-09-18 23:41:32,
INV011026,P003724,W008,292,196,96,98,Low Stock,2026-06-30 04:24:38,
INV009360,P002671,W008,437,320,117,49,In Stock,2026-06-11 11:37:16,
INV012787,P007152,W009,407,360,47,100,Low Stock,2026-07-24 03:31:16,
INV002692,P006088,W001,435,338,97,27,In Stock,2025-06-16 11:37:44,
INV007790,P009253,W004,1,1,0,77,Out of Stock,2026-05-13 05:26:06,
INV018445,P003515,W006,147,147,0,21,Out of Stock,2026-07-23 15:32:05,
INV007290,P008797,W003,406,300,106,27,In Stock,2026-02-06 01:25:30,
INV006261,P003260,W007,458,138,320,10,In Stock,2026-06-23 21:12:12,
INV001951,P001394,W008,300,167,133,78,In Stock,2026-05-23 16:13:25,
INV005835,P009870,W004,35,35,0,52,Out of Stock,2026-05-20 10:23:57,
INV015548,P002255,W003,484,137,347,12,In Stock,2025-08-20 09:56:54,
INV003836,P002763,W004,444,364,80,52,In Stock,2025-08-23 00:18:32,
INV003289,P008203,W009,215,189,26,58,Low Stock,2025-04-29 08:12:11,
INV016992,P007106,W007,74,24,50,66,Low Stock,2025-08-26 13:06:30,
INV012384,P006165,W008,361,145,216,46,In Stock,2025-02-24 08:39:54,
INV011198,P008470,W008,239,37,202,80,In Stock,2026-03-05 20:59:51,
INV018785,P001785,W001,285,247,38,55,Low Stock,2026-03-01 12:27:55,duplicate_inventory_record
INV015200,P003535,W009,489,56,433,79,Overstocked,2026-07-18 07:08:20,
INV014676,P009472,W006,254,21,233,49,In Stock,2025-07-05 20:48:27,
INV001770,P003109,W010,0,0,0,79,Out of Stock,2025-04-28 22:38:37,
INV009844,P005292,W010,258,134,124,42,In Stock,2026-05-21 15:52:21,
INV004744,P009499,W004,243,41,202,97,In Stock,2026-07-01 07:00:43,
INV016149,P001752,W007,310,94,216,37,Overstocked,2026-01-02 20:38:28,
INV014729,P007950,W007,438,363,75,26,In Stock,2025-11-19 11:06:37,
INV010731,P009884,W004,344,183,161,14,In Stock,2026-01-27 04:56:13,
INV007734,P004688,W005,280,208,72,51,In Stock,2026-03-19 22:40:34,
INV019899,P002734,W007,231,89,142,40,In Stock,2025-04-15 07:58:41,
INV011394,P009857,W009,365,113,252,90,In Stock,2025-05-05 15:06:14,
INV015101,P002008,W009,192,42,150,13,In Stock,2025-07-25 03:01:46,
INV006636,P008523,W008,446,137,309,61,Overstocked,2026-07-19 19:35:42,
INV004523,P001696,W007,159,96,63,22,In Stock,2025-06-16 15:35:50,
INV013426,P003624,W008,393,322,71,73,Low Stock,2025-02-18 02:16:41,
INV004580,P009288,W006,221,1,220,56,In Stock,2026-03-11 08:31:26,
INV009634,P000773,W009,218,204,14,81,Low Stock,2025-11-16 20:05:38,
INV004470,P000918,W001,9,9,0,14,Out of Stock,2025-12-02 19:06:09,
INV010789,P009752,W008,51,10,41,67,Low Stock,2026-04-13 01:27:23,
INV019530,P004378,W009,208,96,112,88,In Stock,2026-03-06 06:00:54,
INV007102,P006359,W005,101,44,57,87,Low Stock,2026-02-24 22:36:02,
INV000399,P000210,W004,447,274,173,33,In Stock,2025-12-22 09:21:29,
INV002222,P006849,W007,484,183,301,94,In Stock,2025-01-09 05:00:36,
INV004405,P001569,W006,234,112,122,86,In Stock,2025-12-30 19:22:25,
INV002971,P006459,W006,393,344,49,53,Low Stock,2025-11-29 15:26:31,
INV014592,P008560,W002,13,5,8,19,Low Stock,2026-05-05 08:30:43,
INV019660,P006565,W009,0,0,0,10,Out of Stock,2025-08-28 01:26:09,
INV003771,P000048,W007,107,71,36,84,Low Stock,2025-04-09 20:42:17,
INV002604,P007426,W003,332,118,214,19,In Stock,2026-05-15 03:52:24,
INV004931,P008699,W001,410,406,4,100,Low Stock,2026-03-20 05:28:55,
INV004763,P007830,W004,211,30,181,74,In Stock,2025-02-10 15:13:41,
INV000746,P001175,W002,191,22,169,41,Overstocked,2026-06-17 18:56:05,
INV002944,P006160,W010,310,154,156,39,In Stock,2026-06-22 17:24:07,
INV011804,P003198,W007,145,125,20,51,Low Stock,2025-04-18 01:28:15,
INV010558,P001785,W009,0,0,0,51,Out of Stock,2025-01-21 09:30:42,
INV003111,P007202,W003,162,2,160,87,In Stock,2026-05-30 21:00:13,
INV000206,P003564,W010,132,50,82,32,In Stock,2025-04-29 17:41:57,
INV014960,P006317,W002,146,81,65,11,Overstocked,2026-05-04 18:27:18,
INV014738,P003046,W005,226,141,85,34,Unknown,2026-01-30 21:57:00,invalid_inventory_status
INV011793,P004920,W010,230,184,46,39,In Stock,2025-07-31 09:20:06,
INV015395,P009400,W007,308,95,213,19,In Stock,2026-04-09 17:10:17,
INV002636,P006221,W009,95,30,65,91,Low Stock,2025-11-03 07:08:16,
INV004237,P004499,W009,431,300,131,23,Overstocked,2025-09-02 04:44:38,
INV005836,P003731,W002,336,83,253,74,In Stock,2025-12-29 10:39:52,
INV012635,P002127,W003,258,216,42,26,In Stock,2025-07-13 04:56:38,
INV008252,P000134,W010,109,2,107,85,In Stock,2025-01-23 19:11:45,
INV017265,P002602,W009,483,57,426,75,In Stock,2025-12-22 11:58:27,
INV007539,P001449,W005,65,27,38,60,Low Stock,2026-03-27 18:56:53,
INV010371,P000349,W008,296,51,245,80,In Stock,2026-06-29 16:21:37,
INV007301,P003638,W002,128,110,18,59,Low Stock,2026-07-06 20:15:26,
INV017192,P006662,W010,263,115,148,53,In Stock,2025-04-23 01:12:52,
INV012055,P003655,W003,138,7,131,75,In Stock,2026-03-11 14:54:25,
INV008045,P003968,W003,78,54,24,64,Low Stock,2025-04-24 00:06:14,
INV008263,P006702,W004,134,117,17,74,Low Stock,2025-01-07 11:31:02,
INV011706,P006394,W005,408,76,332,26,In Stock,2025-04-02 13:09:41,
INV014131,P009499,W004,464,263,201,23,In Stock,2025-02-28 11:58:27,
INV016947,P001599,W004,187,162,25,79,Low Stock,2026-07-13 14:56:38,
INV007104,P007882,W004,8,3,5,56,Low Stock,2025-08-29 04:12:42,
INV003132,P004328,W009,422,418,4,39,Low Stock,2025-06-24 22:28:58,
INV009479,P006917,W003,393,191,202,84,In Stock,2025-09-03 09:21:07,
INV001756,P002615,W006,218,29,189,32,In Stock,2026-05-29 02:42:58,
INV012692,P009274,W007,294,184,110,83,In Stock,2025-03-03 08:11:31,
INV006607,P006868,W009,52,13,39,18,In Stock,2026-06-19 04:27:28,
INV003596,P009262,W008,396,95,301,41,In Stock,2026-01-04 04:53:29,
INV000329,P006751,W003,422,117,305,41,In Stock,2025-08-03 02:29:00,
INV016964,P004190,W003,441,413,28,87,Low Stock,2026-03-22 01:59:49,
INV004934,P001634,W005,409,146,263,96,In Stock,2025-09-22 07:54:33,
INV014346,P001045,W005,46,27,19,30,Low Stock,2026-01-26 18:52:54,
INV000372,P008831,W006,53,1,52,21,In Stock,2026-03-07 11:24:21,
INV009995,P004508,W004,475,164,311,62,In Stock,2026-07-19 23:11:17,
INV008300,P000498,W001,431,302,129,31,In Stock,2025-04-21 08:37:40,
INV005609,P001834,W010,414,406,8,63,Low Stock,2025-03-14 03:52:09,
INV006083,P008421,W002,175,59,116,42,In Stock,2026-02-18 13:05:25,
INV019750,P005392,W009,390,258,132,43,In Stock,2026-07-12 03:10:22,
INV018068,P009449,W006,271,227,44,67,Low Stock,2025-06-09 06:32:42,
INV005976,P007596,W002,150,120,30,43,Low Stock,2025-04-25 22:32:34,
INV017135,P004063,W001,255,211,44,42,In Stock,2025-10-17 16:45:30,
INV006783,P001340,W006,95,62,33,74,Low Stock,2026-06-29 13:25:32,
INV018327,P003096,W002,335,128,207,93,In Stock,2026-07-22 02:00:56,
INV015386,P007332,W004,219,209,10,37,Low Stock,2025-11-09 08:35:01,
INV008380,P001231,W007,111,91,20,54,Low Stock,2026-07-21 07:07:03,
INV003313,P007255,W007,117,5,112,67,In Stock,2026-03-11 16:47:05,
INV018088,P002402,W007,150,79,71,93,Low Stock,2026-07-25 16:21:55,
INV011522,P009428,W007,384,283,101,33,In Stock,2026-06-27 17:55:14,
INV004604,P000154,W003,293,116,177,94,In Stock,2025-09-24 15:22:42,
INV004806,P002222,W001,300,240,60,37,In Stock,2025-04-08 17:35:14,
INV015154,P007467,W009,326,40,286,57,In Stock,2025-01-27 22:42:17,
INV011245,P000030,W001,483,270,213,84,In Stock,2025-02-14 05:54:00,
INV001182,P001572,W005,446,22,424,63,In Stock,2026-03-16 10:36:17,
INV004730,P007102,W009,172,99,73,60,In Stock,2026-02-05 06:05:39,
INV013746,P007441,W001,483,425,58,91,Low Stock,2026-06-20 11:53:20,
INV014403,P007514,W007,166,50,116,28,In Stock,2025-04-11 20:40:19,
INV002203,P008401,W004,144,72,72,71,In Stock,2025-07-27 14:32:35,
INV001724,P006447,W010,65,31,34,62,Low Stock,2026-06-02 05:19:30,
INV019891,P009393,W007,219,14,205,29,Overstocked,2026-07-16 16:42:43,
INV018313,P007172,W005,251,200,51,26,In Stock,2025-01-31 23:13:10,
INV018046,P004465,W007,264,134,130,88,In Stock,2025-04-26 10:51:41,
INV019731,P009211,W009,395,33,362,32,Overstocked,2025-01-18 01:09:54,
INV019397,P009617,W007,343,102,241,52,In Stock,2025-04-09 07:22:22,
INV003408,P003852,W001,149,110,39,45,Low Stock,2026-02-08 17:07:40,
INV015833,P000005,W008,96,80,16,76,Low Stock,2025-02-10 12:18:12,
INV000077,P001689,W007,239,106,133,17,Overstocked,2025-10-30 12:22:26,
INV014101,P006428,W008,259,125,134,43,In Stock,2025-12-23 02:07:07,
INV018958,P007298,W009,295,28,267,70,In Stock,2025-06-10 21:05:28,
INV018948,P003889,W001,260,231,29,36,Low Stock,2025-04-10 17:04:17,
INV017329,P002312,W002,476,65,411,21,In Stock,2025-05-15 05:23:10,
INV005502,P005305,W001,10,0,10,87,Low Stock,2026-01-02 16:00:03,
INV000070,P004040,W004,353,2,351,23,In Stock,2025-05-17 14:45:55,
INV006514,P007721,W010,58,36,22,51,Low Stock,2026-05-03 02:41:57,
INV009108,P009046,W003,401,59,342,98,In Stock,2025-01-31 12:47:41,
INV016625,P006424,W003,401,151,250,-10,In Stock,2025-05-26 01:35:03,invalid_reorder_level
INV003244,P009599,W009,139,114,25,15,In Stock,2025-05-03 12:07:12,
INV005661,P008458,W007,298,40,258,69,In Stock,2025-09-24 05:23:28,
INV007373,P006694,W006,347,261,86,35,In Stock,2026-04-12 10:19:14,
INV013234,P000067,W005,413,324,89,85,In Stock,2026-01-17 08:28:12,
INV003574,P006659,W006,0,0,0,43,Out of Stock,2025-05-03 18:49:01,
INV006633,P000014,W002,401,18,383,82,In Stock,2025-01-05 22:27:47,
INV012333,P004806,W008,425,105,320,54,In Stock,2025-04-21 10:17:27,
INV008019,P006399,W005,77,39,38,18,In Stock,2026-05-02 10:39:31,
INV009620,P002235,W009,67,64,3,49,Low Stock,2025-08-11 22:46:55,
INV008674,P009073,W010,315,233,82,37,In Stock,2026-06-07 17:10:44,
INV008696,P005312,W006,345,44,301,27,In Stock,2025-03-20 00:09:21,
INV007136,P006633,W003,168,160,8,94,Low Stock,2026-05-22 11:42:09,
INV008363,P002891,W005,374,45,329,95,In Stock,2025-03-16 18:57:38,
INV009337,P008485,W005,181,59,122,79,In Stock,2025-03-20 13:08:40,
INV013187,P005491,W004,259,112,147,31,In Stock,2025-06-20 22:04:37,
INV005882,P006985,W010,336,21,315,35,In Stock,2025-08-22 04:43:22,
INV005966,P003541,W007,50,18,32,81,Low Stock,2026-05-25 00:48:29,
INV010606,P002159,W005,195,125,70,22,In Stock,2025-02-19 19:09:20,
INV007035,P000698,W007,398,200,198,63,In Stock,2025-08-02 06:40:04,
INV003747,P007939,W009,390,232,158,16,In Stock,2026-05-22 04:31:40,
INV005399,P008195,W002,14,3,11,78,Low Stock,2026-01-31 16:29:18,
INV014108,P002494,W009,307,18,289,45,Overstocked,2026-03-05 04:13:11,
INV014713,P004993,W009,163,101,62,95,Low Stock,2026-06-12 01:54:29,
INV018007,P009708,W007,62,7,55,22,In Stock,2025-01-13 01:47:02,
INV000263,P001203,W002,65,40,25,92,Low Stock,2025-12-16 12:07:57,
INV006074,P004316,W009,242,37,205,44,In Stock,2026-01-15 23:18:06,
INV011571,P003334,W007,312,118,194,40,Overstocked,2025-11-05 03:45:55,
INV010927,P000796,W006,0,0,0,67,Out of Stock,2025-02-17 08:57:26,
INV003484,P002121,W008,493,439,54,-10,In Stock,2025-05-04 18:12:05,invalid_reorder_level
INV008813,P007053,W003,93,21,72,25,In Stock,2026-02-04 06:03:28,
INV007338,P008805,W009,120,69,51,47,In Stock,2025-12-09 10:52:20,
INV007640,P007309,W002,187,158,29,84,Low Stock,2026-04-17 01:29:11,
INV005260,P008164,W002,2,1,1,69,Low Stock,2025-02-25 03:29:54,
INV016363,P000962,W009,355,18,337,61,In Stock,2025-08-01 00:27:20,
INV010339,P003404,W004,224,96,128,97,In Stock,2025-09-01 11:04:50,
INV015246,P002559,W006,91,83,8,97,Low Stock,2025-04-22 05:24:59,
INV001302,P003672,W002,343,32,311,38,In Stock,2026-05-31 19:53:04,
INV008322,P007234,W005,378,119,259,12,Overstocked,2025-08-29 02:40:28,
INV008095,P005435,W003,36,17,19,50,Low Stock,2026-02-28 11:44:15,
INV018734,P006275,W009,226,195,31,78,Low Stock,2026-01-20 21:05:17,
INV003286,P008569,W010,42,42,0,30,Out of Stock,2025-02-16 16:08:59,
INV007639,P004173,W004,458,421,37,49,Low Stock,2025-10-06 18:59:13,
INV018325,P005752,W002,195,118,77,49,In Stock,2025-03-17 11:22:43,
INV009387,P002153,W009,0,0,0,71,Out of Stock,2025-11-24 01:35:11,
INV002867,P009633,W002,201,47,154,46,In Stock,2025-12-23 19:26:09,
INV018483,P006434,W009,448,221,227,93,In Stock,2025-11-22 16:38:39,
INV001391,P000213,W001,279,87,192,64,In Stock,2025-07-12 21:20:19,
INV011753,P005016,W001,173,76,97,91,In Stock,2025-12-11 20:19:05,
INV000619,P008726,W002,454,164,290,58,In Stock,2025-10-27 17:14:55,
INV016757,P006236,W008,124,50,74,61,In Stock,2025-02-19 13:07:48,
INV007129,P002321,W010,138,82,56,54,In Stock,2025-03-10 16:45:50,
INV006818,P005430,W004,26,7,19,59,Low Stock,2026-05-29 08:43:45,
INV002396,P006427,W003,482,287,195,41,Overstocked,2025-05-24 19:03:30,
INV005854,P000071,W007,471,277,194,78,In Stock,2025-09-24 14:51:14,
INV013446,P006803,W010,233,135,98,23,Overstocked,2025-10-29 03:11:49,
INV019642,P009665,W003,283,195,88,59,In Stock,2025-08-20 18:45:48,
INV010069,P002468,W010,75,64,11,34,Low Stock,2025-10-25 13:24:21,
INV009088,P009768,W006,230,153,77,12,In Stock,2025-08-05 11:19:52,
INV018494,P009460,W008,74,31,43,99,Low Stock,2025-09-04 01:53:06,
INV010246,P004561,W004,7,6,1,17,Low Stock,2025-09-14 09:26:17,
INV010311,P003618,W010,1,1,0,76,Out of Stock,2025-01-21 10:21:55,
INV002471,P002474,W003,0,0,0,63,Out of Stock,2025-10-14 00:47:56,
INV019305,P004356,W008,189,115,74,95,Low Stock,2025-08-01 09:43:48,
INV000115,P004874,W008,148,72,76,99,Low Stock,2025-02-25 06:53:12,
INV018035,P001322,W010,157,91,66,69,Low Stock,2025-08-04 23:07:29,
INV009516,P004848,W010,463,366,97,62,In Stock,2025-10-17 11:50:39,
INV019089,P005803,W003,279,136,143,80,In Stock,2025-10-08 22:50:31,
INV006645,P002462,W005,256,251,5,96,Low Stock,2025-03-03 18:34:56,
INV011984,P002752,W009,439,407,32,26,In Stock,2026-01-15 23:36:27,
INV011678,P000088,W007,160,25,135,32,Overstocked,2025-06-21 06:13:13,
INV011977,P004713,W009,377,85,292,70,Overstocked,2026-03-19 13:52:58,
INV018220,P007497,W004,105,61,44,59,Low Stock,2025-12-22 20:02:06,
INV013637,P001564,W010,67,18,49,75,Low Stock,2026-01-02 06:37:33,
INV010979,P004243,W008,36,14,22,91,Low Stock,2026-01-16 20:32:50,
INV001904,P007503,W009,7,4,3,56,Low Stock,2026-02-06 10:11:06,
INV010030,P000280,W003,222,196,26,57,Low Stock,2026-05-19 09:50:01,
INV015378,P003659,W001,412,194,218,42,In Stock,2026-05-11 04:14:14,
INV008233,P003954,W005,94,21,73,62,In Stock,2025-12-18 06:16:05,
INV006666,P008733,W005,231,138,93,93,Low Stock,2025-09-11 07:48:45,
INV015339,P009454,W009,369,136,233,46,In Stock,2026-06-19 11:19:43,
INV009800,P007045,W009,17,11,6,56,Low Stock,2026-03-16 22:23:54,
INV019005,P007909,W002,390,259,131,95,In Stock,2025-08-07 21:42:59,
INV018434,P001695,W008,194,79,115,87,In Stock,2026-06-23 16:11:33,
INV019638,P007978,W007,331,7,324,25,Overstocked,2025-01-29 17:04:34,
INV017485,P007013,W001,397,238,159,12,In Stock,2025-10-19 14:08:11,
INV016741,P004361,W002,76,11,65,10,In Stock,2025-08-04 22:19:50,
INV008310,P009717,W002,92,77,15,93,Low Stock,2025-09-20 20:52:02,
INV017227,P004532,W001,497,84,413,89,In Stock,2025-06-15 23:32:57,
INV018476,P004762,W004,426,293,133,82,In Stock,2026-06-06 23:27:13,
INV015023,P003373,W002,163,144,19,89,Low Stock,2025-03-19 19:41:30,
INV008427,P001615,W002,219,36,183,70,In Stock,2026-05-19 04:03:14,
INV006934,P003945,W005,187,81,106,70,In Stock,2026-02-10 00:06:27,
INV001175,P004002,W010,266,202,64,43,In Stock,2026-01-23 10:48:53,
INV017246,P000183,W004,324,103,221,40,In Stock,2026-04-23 16:48:53,
INV009137,P007675,W010,150,35,115,44,In Stock,2025-08-22 02:01:33,
INV018112,P000111,W007,150,71,79,11,Overstocked,2025-06-03 02:37:13,
INV016079,P002550,W001,364,1,363,33,Overstocked,2025-02-27 20:49:50,
INV000910,P001442,W005,113,92,21,46,Low Stock,2025-05-30 23:15:48,
INV018898,P004006,W010,259,194,65,59,In Stock,2025-06-22 02:13:32,
INV018287,P004515,W003,0,0,0,94,Out of Stock,2025-10-02 20:15:05,
INV015534,P006649,W009,380,16,364,60,In Stock,2025-07-03 22:14:22,
INV001190,P008997,W010,126,106,20,100,Low Stock,2025-12-12 01:02:15,
INV013692,P001543,W001,26,8,18,45,Low Stock,2026-07-15 08:50:33,
INV003159,P005357,W009,305,209,96,94,In Stock,2025-08-14 15:29:14,
INV004122,P004658,W009,183,75,108,57,In Stock,2025-09-16 13:51:36,
INV003862,P005991,W008,317,307,10,21,Low Stock,2025-05-03 16:03:32,
INV010883,P008759,W009,468,320,148,15,In Stock,2026-04-19 08:35:27,
INV015499,P008244,W009,128,51,77,40,In Stock,2025-05-16 15:24:16,
INV008412,P006693,W007,56,40,16,42,Low Stock,2025-11-15 08:19:18,
INV010870,P006984,W009,146,14,132,37,In Stock,2025-07-24 04:09:44,
INV005540,P006471,W007,43,42,1,91,Low Stock,2025-07-05 03:22:54,
